2025-08-13T12:49:22.223228 | 192.168.1.9 | LAPTOP-HLLIF94A
2025-08-28T14:19:39.391713 | 192.168.1.11 | DESKTOP-GGULPTL | Virtual
2025-08-28T14:19:48.197080 | 192.168.1.11 | DESKTOP-GGULPTL | Virtual
2025-08-28T14:19:53.806717 | 192.168.1.11 | DESKTOP-GGULPTL | Physical
2025-08-28T14:20:55.772314 | 192.168.1.11 | DESKTOP-GGULPTL | Physical
2025-08-28T14:21:00.996791 | 192.168.1.11 | DESKTOP-GGULPTL | Physical
2025-08-28T14:21:06.175823 | 192.168.1.11 | DESKTOP-GGULPTL | Physical
2025-08-28T14:21:11.357503 | 192.168.1.11 | DESKTOP-GGULPTL | Physical
2025-08-28T14:21:16.537782 | 192.168.1.11 | DESKTOP-GGULPTL | Physical
2025-08-28T14:21:21.732305 | 192.168.1.11 | DESKTOP-GGULPTL | Physical
2025-08-28T14:21:26.912501 | 192.168.1.11 | DESKTOP-GGULPTL | Physical
2025-08-28T14:21:32.088811 | 192.168.1.11 | DESKTOP-GGULPTL | Physical
2025-08-28T14:21:33.413066 | 192.168.1.11 | ubuntu-VMware-Virtual-Platform | Virtual
2025-08-28T14:21:37.242076 | 192.168.1.11 | DESKTOP-GGULPTL | Physical
2025-08-28T14:21:38.586427 | 192.168.1.11 | ubuntu-VMware-Virtual-Platform | Virtual
2025-08-28T14:21:42.410021 | 192.168.1.11 | DESKTOP-GGULPTL | Physical
2025-08-28T14:21:43.647200 | 192.168.1.11 | ubuntu-VMware-Virtual-Platform | Virtual
2025-08-28T14:21:47.689971 | 192.168.1.11 | DESKTOP-GGULPTL | Physical
2025-08-28T14:21:48.707682 | 192.168.1.11 | ubuntu-VMware-Virtual-Platform | Virtual
2025-08-28T14:21:52.843696 | 192.168.1.11 | DESKTOP-GGULPTL | Physical
2025-08-28T14:21:53.878535 | 192.168.1.11 | ubuntu-VMware-Virtual-Platform | Virtual
2025-08-28T14:21:58.011376 | 192.168.1.11 | DESKTOP-GGULPTL | Physical
2025-08-28T14:21:58.941755 | 192.168.1.11 | ubuntu-VMware-Virtual-Platform | Virtual
2025-08-28T14:22:03.196557 | 192.168.1.11 | DESKTOP-GGULPTL | Physical
2025-08-28T14:22:04.005488 | 192.168.1.11 | ubuntu-VMware-Virtual-Platform | Virtual
2025-08-28T14:22:08.380103 | 192.168.1.11 | DESKTOP-GGULPTL | Physical
2025-08-28T14:22:09.075013 | 192.168.1.11 | ubuntu-VMware-Virtual-Platform | Virtual
2025-08-28T14:22:13.549014 | 192.168.1.11 | DESKTOP-GGULPTL | Physical
2025-08-28T14:22:14.246199 | 192.168.1.11 | ubuntu-VMware-Virtual-Platform | Virtual
2025-08-28T14:22:18.710844 | 192.168.1.11 | DESKTOP-GGULPTL | Physical
2025-08-28T14:22:19.349966 | 192.168.1.11 | ubuntu-VMware-Virtual-Platform | Virtual
2025-08-28T14:22:23.880072 | 192.168.1.11 | DESKTOP-GGULPTL | Physical
2025-08-28T14:22:24.421764 | 192.168.1.11 | ubuntu-VMware-Virtual-Platform | Virtual
2025-08-28T14:22:29.144389 | 192.168.1.11 | DESKTOP-GGULPTL | Physical
2025-08-28T14:22:29.482912 | 192.168.1.11 | ubuntu-VMware-Virtual-Platform | Virtual
2025-08-28T14:22:34.330559 | 192.168.1.11 | DESKTOP-GGULPTL | Physical
2025-08-28T14:22:34.545682 | 192.168.1.11 | ubuntu-VMware-Virtual-Platform | Virtual
2025-08-28T14:22:39.527198 | 192.168.1.11 | DESKTOP-GGULPTL | Physical
2025-08-28T14:22:39.608214 | 192.168.1.11 | ubuntu-VMware-Virtual-Platform | Virtual
2025-08-28T14:22:44.686929 | 192.168.1.11 | ubuntu-VMware-Virtual-Platform | Virtual
2025-08-28T14:22:44.704929 | 192.168.1.11 | DESKTOP-GGULPTL | Physical
2025-08-28T14:22:49.756773 | 192.168.1.11 | ubuntu-VMware-Virtual-Platform | Virtual
2025-08-28T14:22:49.977654 | 192.168.1.11 | DESKTOP-GGULPTL | Physical
2025-08-28T14:22:55.259279 | 192.168.1.11 | DESKTOP-GGULPTL | Physical
2025-08-28T14:23:00.476978 | 192.168.1.11 | DESKTOP-GGULPTL | Physical
2025-08-28T14:23:05.628107 | 192.168.1.11 | DESKTOP-GGULPTL | Physical
2025-08-28T14:23:10.798184 | 192.168.1.11 | DESKTOP-GGULPTL | Physical
2025-08-28T14:23:16.013360 | 192.168.1.11 | DESKTOP-GGULPTL | Physical
2025-08-28T14:23:21.274779 | 192.168.1.11 | DESKTOP-GGULPTL | Physical
2025-08-28T14:23:26.477671 | 192.168.1.11 | DESKTOP-GGULPTL | Physical
2025-08-28T14:23:31.662128 | 192.168.1.11 | DESKTOP-GGULPTL | Physical
2025-08-28T14:23:36.844736 | 192.168.1.11 | DESKTOP-GGULPTL | Physical
2025-08-28T14:32:15.134106 | 192.168.1.11 | DESKTOP-GGULPTL | windows | Physical
2025-08-28T14:32:20.365132 | 192.168.1.11 | DESKTOP-GGULPTL | windows | Physical
2025-08-28T14:32:25.553015 | 192.168.1.11 | DESKTOP-GGULPTL | windows | Physical
2025-08-28T14:32:30.727714 | 192.168.1.11 | DESKTOP-GGULPTL | windows | Physical
2025-08-28T14:32:35.894352 | 192.168.1.11 | DESKTOP-GGULPTL | windows | Physical
2025-08-28T14:32:41.152872 | 192.168.1.11 | DESKTOP-GGULPTL | windows | Physical
2025-08-28T14:32:46.309836 | 192.168.1.11 | DESKTOP-GGULPTL | windows | Physical
2025-08-28T14:32:51.472763 | 192.168.1.11 | DESKTOP-GGULPTL | windows | Physical
2025-08-28T14:32:56.646299 | 192.168.1.11 | DESKTOP-GGULPTL | windows | Physical
2025-08-28T14:33:01.824223 | 192.168.1.11 | DESKTOP-GGULPTL | windows | Physical
2025-08-28T14:33:06.980070 | 192.168.1.11 | DESKTOP-GGULPTL | windows | Physical
2025-08-28T14:33:12.140083 | 192.168.1.11 | DESKTOP-GGULPTL | windows | Physical
2025-08-28T14:33:17.441069 | 192.168.1.11 | DESKTOP-GGULPTL | windows | Physical
2025-08-28T14:33:22.609028 | 192.168.1.11 | DESKTOP-GGULPTL | windows | Physical
2025-08-28T14:33:27.752653 | 192.168.1.11 | DESKTOP-GGULPTL | windows | Physical
2025-08-28T14:33:30.684168 | 192.168.1.11 | ubuntu-VMware-Virtual-Platform | ubuntu | Virtual
2025-08-28T14:33:33.025462 | 192.168.1.11 | DESKTOP-GGULPTL | windows | Physical
2025-08-28T14:33:35.747919 | 192.168.1.11 | ubuntu-VMware-Virtual-Platform | ubuntu | Virtual
2025-08-28T14:33:38.191162 | 192.168.1.11 | DESKTOP-GGULPTL | windows | Physical
2025-08-28T14:33:40.810689 | 192.168.1.11 | ubuntu-VMware-Virtual-Platform | ubuntu | Virtual
2025-08-28T14:33:43.364421 | 192.168.1.11 | DESKTOP-GGULPTL | windows | Physical
2025-08-28T14:33:45.977345 | 192.168.1.11 | ubuntu-VMware-Virtual-Platform | ubuntu | Virtual
2025-08-28T14:33:48.524014 | 192.168.1.11 | DESKTOP-GGULPTL | windows | Physical
2025-08-28T14:33:51.147599 | 192.168.1.11 | ubuntu-VMware-Virtual-Platform | ubuntu | Virtual
2025-08-28T14:33:53.779429 | 192.168.1.11 | DESKTOP-GGULPTL | windows | Physical
2025-08-28T14:33:56.211589 | 192.168.1.11 | ubuntu-VMware-Virtual-Platform | ubuntu | Virtual
2025-08-28T14:33:58.964282 | 192.168.1.11 | DESKTOP-GGULPTL | windows | Physical
2025-08-28T14:34:01.390511 | 192.168.1.11 | ubuntu-VMware-Virtual-Platform | ubuntu | Virtual
2025-08-28T14:34:04.143756 | 192.168.1.11 | DESKTOP-GGULPTL | windows | Physical
2025-08-28T14:34:09.322312 | 192.168.1.11 | DESKTOP-GGULPTL | windows | Physical
2025-08-28T14:34:14.496062 | 192.168.1.11 | DESKTOP-GGULPTL | windows | Physical
